予測勝敗,勝敗,年,月,日,レース場番号,レース番号,着順,枠番,選手登番,年齢,体重,級別,全国勝率,モーター2連率,ボート2連率,コース別複勝率,コース別平均スタート順位,コース別1着回数,コース別2着回数,1着回数,2着回数
1,,2025,7,17,8,2,,1,4840,33,52,B1,4.94,32.26,50.0,62.5,2.5,7.0,3.0,10.0,17.0
0,,2025,7,17,8,2,,2,5276,23,52,B1,5.94,33.33,40.0,43.4,3.5,0.0,10.0,17.0,27.0
0,,2025,7,17,8,2,,3,3406,56,54,A2,5.7,35.37,40.0,21.4,3.4,1.0,2.0,14.0,17.0
0,,2025,7,17,8,2,,4,5009,28,55,A2,5.23,45.81,63.64,40.0,3.3,3.0,5.0,20.0,21.0
0,,2025,7,17,8,2,,5,3888,50,51,B1,5.64,35.29,54.55,8.0,3.5,1.0,1.0,18.0,22.0
0,,2025,7,17,8,2,,6,4483,36,53,A1,6.94,47.88,27.78,27.2,2.7,1.0,2.0,28.0,23.0
1,,2025,7,17,8,3,,1,3772,51,55,B1,5.48,29.75,33.33,62.5,2.6,11.0,4.0,18.0,20.0
0,,2025,7,17,8,3,,2,4638,34,55,B1,4.96,39.88,10.0,47.3,3.9,0.0,9.0,15.0,18.0
0,,2025,7,17,8,3,,3,4771,32,54,A1,6.62,43.59,22.22,36.3,2.7,4.0,4.0,35.0,21.0
0,,2025,7,17,8,3,,4,3712,50,55,B1,5.3,34.91,44.44,25.0,2.9,2.0,3.0,12.0,16.0
0,,2025,7,17,8,3,,5,4040,46,57,A2,5.85,35.93,44.44,27.2,2.8,3.0,3.0,26.0,21.0
0,,2025,7,17,8,3,,6,4907,30,53,A1,7.4,41.61,0.0,27.2,2.9,1.0,2.0,42.0,23.0
1,,2025,7,17,8,4,,1,3703,51,51,A2,6.28,36.99,53.85,77.7,2.8,17.0,4.0,26.0,27.0
1,,2025,7,17,8,4,,2,4653,39,52,A1,6.19,31.79,55.56,56.5,2.8,7.0,6.0,37.0,19.0
0,,2025,7,17,8,4,,3,4723,39,50,B1,4.75,30.34,44.44,44.4,3.0,2.0,6.0,8.0,20.0
0,,2025,7,17,8,4,,4,4684,34,56,B1,5.59,30.97,50.0,22.7,3.8,3.0,2.0,20.0,13.0
0,,2025,7,17,8,4,,5,4644,46,51,B1,5.36,24.05,33.33,16.6,2.8,0.0,2.0,11.0,12.0
0,,2025,7,17,8,4,,6,4269,39,53,A1,6.82,31.98,46.67,25.0,4.2,1.0,3.0,29.0,22.0
1,,2025,7,17,8,5,,1,4835,37,54,B1,5.07,32.91,50.0,64.7,2.8,6.0,5.0,13.0,24.0
0,,2025,7,17,8,5,,2,4565,37,51,B1,4.64,30.41,18.18,35.7,3.7,3.0,2.0,12.0,12.0
1,,2025,7,17,8,5,,3,4369,39,57,A1,6.12,40.48,0.0,60.0,3.5,4.0,8.0,28.0,27.0
0,,2025,7,17,8,5,,4,5051,30,56,A1,6.87,36.77,22.22,50.0,3.4,3.0,5.0,33.0,27.0
0,,2025,7,17,8,5,,5,4402,40,54,A2,5.65,35.5,0.0,16.6,3.7,0.0,3.0,22.0,14.0
0,,2025,7,17,8,5,,6,3381,56,52,B1,5.44,27.33,22.22,15.3,2.8,2.0,0.0,19.0,15.0
1,,2025,7,17,8,6,,1,4601,40,57,A1,6.36,33.54,12.5,86.4,3.1,26.0,6.0,38.0,29.0
0,,2025,7,17,8,6,,2,4574,36,53,B1,4.6,37.25,14.29,40.0,4.5,5.0,5.0,16.0,20.0
0,,2025,7,17,8,6,,3,4811,36,50,B1,4.98,41.46,23.53,4.5,3.0,1.0,0.0,9.0,16.0
0,,2025,7,17,8,6,,4,4637,35,58,B1,5.16,32.5,40.0,26.6,2.7,2.0,2.0,15.0,17.0
0,,2025,7,17,8,6,,5,3653,51,56,B1,4.21,43.86,0.0,23.8,3.7,1.0,4.0,8.0,23.0
0,,2025,7,17,8,6,,6,3848,47,56,B1,5.34,31.33,21.43,0.0,2.9,0.0,0.0,22.0,14.0
1,,2025,7,17,8,7,,1,5276,23,52,B1,5.94,33.33,40.0,70.0,3.1,12.0,2.0,17.0,27.0
0,,2025,7,17,8,7,,2,4808,36,51,A2,5.91,38.15,17.65,42.8,3.1,4.0,8.0,36.0,24.0
0,,2025,7,17,8,7,,3,4359,40,56,B1,5.01,39.07,60.0,31.8,2.4,1.0,6.0,13.0,29.0
0,,2025,7,17,8,7,,4,4798,32,52,A1,7.17,37.87,22.22,47.6,2.8,2.0,8.0,46.0,28.0
0,,2025,7,17,8,7,,5,4907,30,53,A1,7.4,41.61,0.0,40.0,2.8,2.0,8.0,42.0,23.0
0,,2025,7,17,8,7,,6,4467,38,51,A2,5.9,38.27,40.0,5.5,4.5,0.0,1.0,13.0,22.0
1,,2025,7,17,8,8,,1,4040,46,57,A2,5.85,35.93,44.44,66.6,3.3,13.0,3.0,26.0,21.0
1,,2025,7,17,8,8,,2,4757,36,54,A1,6.81,37.78,50.0,47.6,4.1,2.0,8.0,29.0,32.0
0,,2025,7,17,8,8,,3,4840,33,52,B1,4.94,32.26,50.0,29.4,3.2,0.0,5.0,10.0,17.0
0,,2025,7,17,8,8,,4,5110,25,50,A2,5.43,31.71,50.0,27.2,3.4,2.0,4.0,28.0,18.0
0,,2025,7,17,8,8,,5,4653,39,52,A1,6.19,31.79,55.56,23.5,2.2,3.0,1.0,37.0,19.0
0,,2025,7,17,8,8,,6,4863,36,56,B1,5.16,31.61,36.36,5.5,2.9,1.0,0.0,13.0,18.0
1,,2025,7,17,8,9,,1,5133,25,52,B1,5.1,34.23,25.0,53.8,3.7,6.0,1.0,15.0,16.0
1,,2025,7,17,8,9,,2,4483,36,53,A1,6.94,47.88,27.78,57.1,3.6,1.0,7.0,28.0,23.0
0,,2025,7,17,8,9,,3,4610,34,54,A2,5.65,37.65,0.0,45.0,2.6,5.0,4.0,34.0,22.0
0,,2025,7,17,8,9,,4,4402,40,54,A2,5.65,35.5,0.0,26.6,3.3,3.0,1.0,22.0,14.0
0,,2025,7,17,8,9,,5,4062,46,58,A2,5.08,35.57,38.89,27.7,3.4,1.0,4.0,22.0,16.0
0,,2025,7,17,8,9,,6,3075,62,55,B1,4.79,34.39,54.55,14.2,2.9,1.0,2.0,15.0,15.0
1,,2025,7,17,8,10,,1,5044,26,57,A2,5.06,29.41,87.5,83.3,3.3,11.0,4.0,24.0,24.0
0,,2025,7,17,8,10,,2,4369,39,57,A1,6.12,40.48,0.0,35.0,3.4,1.0,6.0,28.0,27.0
0,,2025,7,17,8,10,,3,4601,40,57,A1,6.36,33.54,12.5,38.8,2.3,2.0,5.0,38.0,29.0
0,,2025,7,17,8,10,,4,4905,30,54,B1,4.33,35.33,33.33,17.6,4.1,1.0,2.0,8.0,21.0
0,,2025,7,17,8,10,,5,3406,56,54,A2,5.7,35.37,40.0,21.0,3.9,1.0,3.0,14.0,17.0
0,,2025,7,17,8,10,,6,4644,46,51,B1,5.36,24.05,33.33,0.0,2.8,0.0,0.0,11.0,12.0
1,,2025,7,17,8,11,,1,4703,37,50,A1,6.63,34.34,35.0,80.0,2.3,25.0,3.0,40.0,28.0
0,,2025,7,17,8,11,,2,3772,51,55,B1,5.48,29.75,33.33,52.9,3.3,2.0,7.0,18.0,20.0
0,,2025,7,17,8,11,,3,4269,39,53,A1,6.82,31.98,46.67,15.7,2.7,1.0,2.0,29.0,22.0
0,,2025,7,17,8,11,,4,4808,36,51,A2,5.91,38.15,17.65,26.0,4.0,2.0,4.0,36.0,24.0
0,,2025,7,17,8,11,,5,3848,47,56,B1,5.34,31.33,21.43,8.0,2.5,0.0,2.0,22.0,14.0
0,,2025,7,17,8,11,,6,5009,28,55,A2,5.23,45.81,63.64,0.0,3.2,0.0,0.0,20.0,21.0
1,,2025,7,17,8,12,,1,4757,36,54,A1,6.81,37.78,50.0,74.0,3.0,18.0,2.0,29.0,32.0
1,,2025,7,17,8,12,,2,3888,50,51,B1,5.64,35.29,54.55,61.9,2.6,7.0,6.0,18.0,22.0
0,,2025,7,17,8,12,,3,4467,38,51,A2,5.9,38.27,40.0,36.3,3.0,3.0,5.0,13.0,22.0
0,,2025,7,17,8,12,,4,3703,51,51,A2,6.28,36.99,53.85,29.1,3.6,2.0,5.0,26.0,27.0
0,,2025,7,17,8,12,,5,5051,30,56,A1,6.87,36.77,22.22,28.5,3.5,2.0,4.0,33.0,27.0
0,,2025,7,17,8,12,,6,4638,34,55,B1,4.96,39.88,10.0,5.5,5.2,0.0,1.0,15.0,18.0
1,,2025,7,17,6,1,,1,3718,50,55,B1,4.24,38.6,31.79,53.8,3.4,6.0,1.0,9.0,11.0
0,,2025,7,17,6,1,,2,4332,41,56,B1,4.31,42.62,35.75,45.4,3.8,1.0,4.0,4.0,13.0
0,,2025,7,17,6,1,,3,3866,50,56,B1,3.75,15.22,31.95,40.0,2.4,2.0,2.0,8.0,7.0
0,,2025,7,17,6,1,,4,4440,38,55,B1,4.38,18.97,31.98,27.7,2.2,0.0,5.0,8.0,17.0
0,,2025,7,17,6,1,,5,4031,46,52,B1,4.32,27.27,37.35,0.0,4.3,0.0,0.0,5.0,12.0
0,,2025,7,17,6,1,,6,4417,38,53,B1,4.53,22.92,34.38,23.0,4.3,0.0,3.0,7.0,9.0
0,,2025,7,17,6,2,,1,3880,52,55,B1,4.33,33.93,36.57,46.6,3.4,4.0,3.0,7.0,17.0
0,,2025,7,17,6,2,,2,4252,42,53,B1,4.55,22.03,34.64,43.7,3.3,0.0,7.0,7.0,18.0
0,,2025,7,17,6,2,,3,4114,44,53,A2,5.73,22.22,38.89,25.0,2.7,2.0,4.0,18.0,25.0
0,,2025,7,17,6,2,,4,4431,39,52,B1,5.08,28.07,35.5,19.0,3.3,2.0,2.0,15.0,17.0
0,,2025,7,17,6,2,,5,4877,30,56,A1,6.72,11.63,36.78,47.0,2.6,7.0,1.0,33.0,23.0
0,,2025,7,17,6,2,,6,5169,24,48,B2,3.73,35.59,38.29,0.0,0.0,0.0,0.0,0.0,0.0
1,,2025,7,17,6,3,,1,5240,25,56,B1,3.41,48.33,32.95,42.8,3.6,4.0,2.0,9.0,13.0
0,,2025,7,17,6,3,,2,3826,52,52,A2,6.08,5.0,31.43,53.8,3.2,1.0,6.0,17.0,21.0
1,,2025,7,17,6,3,,3,4109,45,54,A1,6.81,47.37,31.48,55.0,1.8,6.0,5.0,36.0,28.0
0,,2025,7,17,6,3,,4,3454,54,58,B1,4.3,26.42,40.7,17.3,2.7,2.0,2.0,5.0,20.0
0,,2025,7,17,6,3,,5,3542,56,56,B1,4.07,39.66,35.59,0.0,0.0,0.0,0.0,3.0,15.0
0,,2025,7,17,6,3,,6,5383,20,54,B2,1.36,31.58,36.09,2.2,4.6,0.0,1.0,0.0,1.0
1,,2025,7,17,6,4,,1,5068,25,51,A1,6.85,37.5,34.3,84.3,2.6,23.0,4.0,44.0,26.0
0,,2025,7,17,6,4,,2,3911,51,52,B1,5.42,47.06,42.44,33.3,3.4,4.0,3.0,18.0,15.0
0,,2025,7,17,6,4,,3,3851,52,57,B1,3.71,27.27,34.46,9.0,2.5,0.0,1.0,8.0,3.0
0,,2025,7,17,6,4,,4,4327,42,53,B1,4.09,26.79,35.8,18.1,4.4,0.0,4.0,9.0,20.0
0,,2025,7,17,6,4,,5,3643,53,52,B1,5.46,47.14,34.09,19.0,3.6,2.0,2.0,15.0,28.0
0,,2025,7,17,6,4,,6,4740,33,52,B1,4.15,49.23,35.33,6.6,4.6,0.0,1.0,9.0,14.0
1,,2025,7,17,6,5,,1,4676,37,57,B1,5.2,24.49,36.72,60.0,2.1,7.0,5.0,16.0,23.0
1,,2025,7,17,6,5,,2,4496,38,53,A1,5.79,27.27,33.93,68.7,3.8,4.0,7.0,29.0,31.0
0,,2025,7,17,6,5,,3,4942,35,54,B1,5.0,28.0,35.39,11.1,2.9,0.0,2.0,8.0,9.0
0,,2025,7,17,6,5,,4,4356,41,52,A1,6.47,15.09,38.29,40.9,3.7,4.0,5.0,34.0,34.0
0,,2025,7,17,6,5,,5,4116,44,52,A2,5.29,34.92,40.0,22.2,3.3,1.0,3.0,19.0,22.0
0,,2025,7,17,6,5,,6,5405,21,52,B2,1.06,27.91,36.87,0.0,0.0,0.0,0.0,0.0,0.0
1,,2025,7,17,6,6,,1,3708,51,55,B1,5.17,23.53,36.99,58.8,2.9,6.0,4.0,19.0,20.0
1,,2025,7,17,6,6,,2,4297,42,53,A1,6.39,49.15,37.28,57.8,2.1,6.0,5.0,39.0,18.0
0,,2025,7,17,6,6,,3,5242,24,56,B1,3.47,31.03,32.92,15.3,4.2,0.0,4.0,2.0,12.0
0,,2025,7,17,6,6,,4,4989,28,52,A2,6.45,50.0,41.24,41.3,3.0,2.0,10.0,24.0,34.0
0,,2025,7,17,6,6,,5,4466,38,52,A2,5.81,22.45,30.77,15.7,4.1,1.0,2.0,18.0,29.0
0,,2025,7,17,6,6,,6,4252,42,53,B1,4.55,22.03,34.64,0.0,3.9,0.0,0.0,7.0,18.0
1,,2025,7,17,6,7,,1,3463,57,51,B1,5.0,31.48,31.74,60.0,3.5,5.0,4.0,6.0,19.0
0,,2025,7,17,6,7,,2,3866,50,56,B1,3.75,15.22,31.95,30.0,2.0,2.0,1.0,8.0,7.0
0,,2025,7,17,6,7,,3,4633,36,52,B1,5.25,22.45,37.36,41.1,2.7,2.0,5.0,15.0,17.0
0,,2025,7,17,6,7,,4,4122,43,57,A2,5.58,48.39,36.78,44.4,3.2,3.0,5.0,21.0,24.0
0,,2025,7,17,6,7,,5,5383,20,54,B2,1.36,31.58,36.09,0.0,3.3,0.0,0.0,0.0,1.0
0,,2025,7,17,6,7,,6,3743,50,52,A1,6.73,47.06,33.33,0.0,4.0,0.0,0.0,41.0,18.0
1,,2025,7,17,6,8,,1,4114,44,53,A2,5.73,22.22,38.89,78.5,2.8,12.0,10.0,18.0,25.0
0,,2025,7,17,6,8,,2,5211,26,49,B1,4.07,42.62,34.66,28.5,3.8,1.0,3.0,5.0,5.0
0,,2025,7,17,6,8,,3,5131,26,52,B1,3.78,16.0,34.71,11.1,3.5,1.0,0.0,3.0,3.0
1,,2025,7,17,6,8,,4,4207,42,53,A1,6.32,30.19,33.53,58.8,1.7,5.0,5.0,33.0,29.0
0,,2025,7,17,6,8,,5,3718,50,55,B1,4.24,38.6,31.79,15.7,3.5,1.0,2.0,9.0,11.0
0,,2025,7,17,6,8,,6,5419,19,51,B2,1.41,18.18,37.5,0.0,0.0,0.0,0.0,0.0,0.0
1,,2025,7,17,6,9,,1,4431,39,52,B1,5.08,28.07,35.5,55.0,2.0,7.0,4.0,15.0,17.0
0,,2025,7,17,6,9,,2,4116,44,52,A2,5.29,34.92,40.0,28.5,3.9,1.0,3.0,19.0,22.0
0,,2025,7,17,6,9,,3,4417,38,53,B1,4.53,22.92,34.38,21.4,4.5,0.0,3.0,7.0,9.0
0,,2025,7,17,6,9,,4,4363,40,52,A2,5.66,41.07,38.42,23.8,2.8,4.0,1.0,26.0,23.0
0,,2025,7,17,6,9,,5,3826,52,52,A2,6.08,5.0,31.43,21.4,2.9,2.0,1.0,17.0,21.0
0,,2025,7,17,6,9,,6,3911,51,52,B1,5.42,47.06,42.44,10.5,4.3,1.0,1.0,18.0,15.0
1,,2025,7,17,6,10,,1,4150,43,57,A2,5.15,28.89,31.21,63.1,2.4,11.0,1.0,28.0,17.0
0,,2025,7,17,6,10,,2,5169,24,48,B2,3.73,35.59,38.29,0.0,0.0,0.0,0.0,0.0,0.0
0,,2025,7,17,6,10,,3,4466,38,52,A2,5.81,22.45,30.77,37.9,3.2,3.0,8.0,18.0,29.0
0,,2025,7,17,6,10,,4,3851,52,57,B1,3.71,27.27,34.46,10.0,3.4,1.0,0.0,8.0,3.0
0,,2025,7,17,6,10,,5,4496,38,53,A1,5.79,27.27,33.93,53.8,3.1,3.0,4.0,29.0,31.0
0,,2025,7,17,6,10,,6,4332,41,56,B1,4.31,42.62,35.75,20.0,4.2,1.0,1.0,4.0,13.0
1,,2025,7,17,6,11,,1,4877,30,56,A1,6.72,11.63,36.78,83.3,2.5,15.0,5.0,33.0,23.0
0,,2025,7,17,6,11,,2,3643,53,52,B1,5.46,47.14,34.09,37.5,4.2,2.0,7.0,15.0,28.0
1,,2025,7,17,6,11,,3,4989,28,52,A2,6.45,50.0,41.24,50.0,3.2,3.0,7.0,24.0,34.0
0,,2025,7,17,6,11,,4,4676,37,57,B1,5.2,24.49,36.72,46.1,3.0,6.0,6.0,16.0,23.0
0,,2025,7,17,6,11,,5,5240,25,56,B1,3.41,48.33,32.95,5.2,4.1,0.0,1.0,9.0,13.0
0,,2025,7,17,6,11,,6,4122,43,57,A2,5.58,48.39,36.78,4.7,4.3,1.0,0.0,21.0,24.0
1,,2025,7,17,6,12,,1,4207,42,53,A1,6.32,30.19,33.53,96.1,1.7,18.0,7.0,33.0,29.0
1,,2025,7,17,6,12,,2,3743,50,52,A1,6.73,47.06,33.33,52.1,3.2,5.0,7.0,41.0,18.0
1,,2025,7,17,6,12,,3,4356,41,52,A1,6.47,15.09,38.29,59.0,2.8,6.0,7.0,34.0,34.0
0,,2025,7,17,6,12,,4,5068,25,51,A1,6.85,37.5,34.3,38.7,2.9,8.0,4.0,44.0,26.0
0,,2025,7,17,6,12,,5,4297,42,53,A1,6.39,49.15,37.28,38.1,1.5,3.0,5.0,39.0,18.0
0,,2025,7,17,6,12,,6,4109,45,54,A1,6.81,47.37,31.48,13.6,3.0,1.0,2.0,36.0,28.0
0,,2025,7,17,5,1,,1,4893,34,46,B2,4.59,31.25,34.92,25.0,3.9,1.0,1.0,3.0,6.0
0,,2025,7,17,5,1,,2,3981,47,52,B1,4.24,29.23,34.38,7.6,5.2,0.0,1.0,4.0,12.0
0,,2025,7,17,5,1,,3,3620,51,55,B1,4.29,33.33,29.51,5.5,3.3,0.0,1.0,5.0,13.0
0,,2025,7,17,5,1,,4,5347,21,48,B2,1.51,36.36,23.64,0.0,6.0,0.0,0.0,0.0,0.0
0,,2025,7,17,5,1,,5,4519,38,44,A2,6.29,26.42,40.0,35.2,2.1,4.0,2.0,19.0,26.0
0,,2025,7,17,5,1,,6,4918,36,52,B1,4.81,29.85,38.1,0.0,5.0,0.0,0.0,9.0,6.0
0,,2025,7,17,5,2,,1,3346,58,52,B1,3.98,26.23,31.75,38.4,3.0,4.0,1.0,8.0,9.0
0,,2025,7,17,5,2,,2,3305,57,52,B1,4.2,24.62,34.38,12.5,3.5,0.0,2.0,6.0,8.0
0,,2025,7,17,5,2,,3,3462,58,53,B1,3.79,41.33,35.94,15.7,4.0,1.0,2.0,5.0,8.0
0,,2025,7,17,5,2,,4,4901,32,45,B2,5.16,46.15,32.26,0.0,0.0,0.0,0.0,0.0,0.0
0,,2025,7,17,5,2,,5,3790,53,53,B1,3.84,28.57,28.13,7.6,3.5,0.0,1.0,10.0,11.0
0,,2025,7,17,5,2,,6,3422,54,54,A1,6.4,16.28,55.93,0.0,4.0,0.0,0.0,34.0,29.0
1,,2025,7,17,5,3,,1,3652,51,57,B1,3.76,36.49,44.26,64.2,2.8,8.0,1.0,10.0,7.0
0,,2025,7,17,5,3,,2,4067,45,52,A1,6.32,34.72,30.16,48.0,3.6,3.0,9.0,40.0,39.0
0,,2025,7,17,5,3,,3,4110,45,56,B1,3.91,28.0,26.56,13.3,2.4,0.0,2.0,10.0,10.0
0,,2025,7,17,5,3,,4,3294,59,53,B1,4.63,41.79,36.36,14.2,3.2,1.0,1.0,4.0,9.0
0,,2025,7,17,5,3,,5,3482,54,61,B1,5.28,42.42,30.77,23.5,2.6,1.0,3.0,17.0,16.0
0,,2025,7,17,5,3,,6,5085,26,52,B1,4.55,23.64,19.35,5.5,4.1,0.0,1.0,7.0,23.0
0,,2025,7,17,5,4,,1,3748,50,56,B1,4.05,28.79,33.33,28.5,3.6,2.0,2.0,2.0,8.0
1,,2025,7,17,5,4,,2,4042,45,51,A1,6.47,37.84,17.54,76.1,2.9,9.0,7.0,47.0,28.0
0,,2025,7,17,5,4,,3,4076,46,52,A2,5.64,39.06,46.03,45.4,3.2,2.0,3.0,22.0,17.0
0,,2025,7,17,5,4,,4,3827,51,52,B1,4.0,48.48,37.5,18.7,3.4,2.0,1.0,7.0,6.0
0,,2025,7,17,5,4,,5,4956,30,55,B1,4.5,23.21,25.0,13.3,4.2,0.0,2.0,7.0,8.0
0,,2025,7,17,5,4,,6,4562,37,55,B1,4.18,28.26,30.16,5.8,5.1,0.0,1.0,7.0,15.0
1,,2025,7,17,5,5,,1,4491,38,51,B1,4.29,55.56,12.77,50.0,3.9,3.0,3.0,8.0,11.0
0,,2025,7,17,5,5,,2,4293,39,59,A2,5.99,20.37,21.28,42.8,3.9,3.0,3.0,28.0,21.0
0,,2025,7,17,5,5,,3,3448,55,53,B1,4.01,47.62,21.88,23.0,4.1,0.0,3.0,5.0,12.0
0,,2025,7,17,5,5,,4,5316,24,52,B1,3.75,21.43,27.27,13.3,3.5,1.0,3.0,2.0,7.0
0,,2025,7,17,5,5,,5,4940,26,51,B1,2.63,37.74,12.73,0.0,3.4,0.0,0.0,1.0,4.0
0,,2025,7,17,5,5,,6,3874,49,52,A1,6.35,21.21,31.15,21.0,3.3,0.0,4.0,26.0,35.0
1,,2025,7,17,5,6,,1,4358,40,50,B1,4.5,42.65,31.82,53.3,3.4,7.0,1.0,9.0,16.0
0,,2025,7,17,5,6,,2,3414,55,57,B1,4.47,46.15,28.79,33.3,2.5,3.0,1.0,9.0,13.0
0,,2025,7,17,5,6,,3,3981,47,52,B1,4.24,29.23,34.38,21.0,3.8,0.0,4.0,4.0,12.0
0,,2025,7,17,5,6,,4,4903,31,52,A1,6.32,19.72,41.94,55.5,3.5,5.0,5.0,30.0,28.0
0,,2025,7,17,5,6,,5,4144,43,53,A1,6.3,39.58,26.0,35.0,3.3,3.0,4.0,39.0,28.0
0,,2025,7,17,5,6,,6,5415,19,52,B2,1.04,39.68,29.51,0.0,0.0,0.0,0.0,0.0,0.0
1,,2025,7,17,5,7,,1,4992,27,57,B1,3.97,32.35,34.92,88.8,2.2,7.0,1.0,15.0,9.0
0,,2025,7,17,5,7,,2,3993,46,48,B1,5.52,52.24,29.51,36.3,3.1,1.0,3.0,7.0,10.0
1,,2025,7,17,5,7,,3,4043,45,54,A1,6.78,32.26,45.31,57.8,2.6,5.0,6.0,35.0,28.0
0,,2025,7,17,5,7,,4,3346,58,52,B1,3.98,26.23,31.75,5.8,3.4,1.0,0.0,8.0,9.0
0,,2025,7,17,5,7,,5,5347,21,48,B2,1.51,36.36,23.64,0.0,4.6,0.0,0.0,0.0,0.0
0,,2025,7,17,5,7,,6,3968,49,52,A2,5.8,45.07,38.6,0.0,4.5,0.0,0.0,18.0,20.0
1,,2025,7,17,5,8,,1,3951,49,57,A2,6.23,22.03,37.1,89.2,3.4,16.0,9.0,23.0,31.0
0,,2025,7,17,5,8,,2,4918,36,52,B1,4.81,29.85,38.1,27.2,2.8,1.0,2.0,9.0,6.0
0,,2025,7,17,5,8,,3,3294,59,53,B1,4.63,41.79,36.36,9.0,3.6,0.0,1.0,4.0,9.0
0,,2025,7,17,5,8,,4,3305,57,52,B1,4.2,24.62,34.38,0.0,3.6,0.0,0.0,6.0,8.0
0,,2025,7,17,5,8,,5,4460,39,55,A1,6.28,34.72,32.31,37.5,2.9,6.0,3.0,42.0,28.0
0,,2025,7,17,5,8,,6,3827,51,52,B1,4.0,48.48,37.5,0.0,3.6,0.0,0.0,7.0,6.0
1,,2025,7,17,5,9,,1,4076,46,52,A2,5.64,39.06,46.03,75.0,3.4,14.0,1.0,22.0,17.0
0,,2025,7,17,5,9,,2,3462,58,53,B1,3.79,41.33,35.94,12.5,4.1,1.0,1.0,5.0,8.0
0,,2025,7,17,5,9,,3,3874,49,52,A1,6.35,21.21,31.15,50.0,3.5,5.0,6.0,26.0,35.0
0,,2025,7,17,5,9,,4,4893,34,46,B2,4.59,31.25,34.92,25.0,3.3,2.0,0.0,3.0,6.0
0,,2025,7,17,5,9,,5,4067,45,52,A1,6.32,34.72,30.16,27.5,3.5,2.0,6.0,40.0,39.0
0,,2025,7,17,5,9,,6,4678,36,47,B1,5.35,50.0,26.15,6.2,4.1,0.0,1.0,16.0,16.0
1,,2025,7,17,5,10,,1,4903,31,52,A1,6.32,19.72,41.94,91.3,2.1,16.0,5.0,30.0,28.0
0,,2025,7,17,5,10,,2,5085,26,52,B1,4.55,23.64,19.35,28.5,3.3,3.0,3.0,7.0,23.0
0,,2025,7,17,5,10,,3,3745,50,54,A2,5.61,32.2,36.92,33.3,2.9,1.0,5.0,23.0,27.0
0,,2025,7,17,5,10,,4,4042,45,51,A1,6.47,37.84,17.54,50.0,2.4,3.0,7.0,47.0,28.0
0,,2025,7,17,5,10,,5,3929,49,52,B1,4.6,42.86,38.46,26.3,3.1,1.0,4.0,11.0,17.0
0,,2025,7,17,5,10,,6,5316,24,52,B1,3.75,21.43,27.27,3.5,3.5,0.0,1.0,2.0,7.0
1,,2025,7,17,5,11,,1,4144,43,53,A1,6.3,39.58,26.0,86.9,3.5,17.0,3.0,39.0,28.0
0,,2025,7,17,5,11,,2,3422,54,54,A1,6.4,16.28,55.93,47.3,3.2,2.0,7.0,34.0,29.0
0,,2025,7,17,5,11,,3,3748,50,56,B1,4.05,28.79,33.33,11.7,3.5,0.0,2.0,2.0,8.0
0,,2025,7,17,5,11,,4,3652,51,57,B1,3.76,36.49,44.26,14.2,4.3,1.0,1.0,10.0,7.0
0,,2025,7,17,5,11,,5,3620,51,55,B1,4.29,33.33,29.51,11.1,3.8,0.0,2.0,5.0,13.0
0,,2025,7,17,5,11,,6,4293,39,59,A2,5.99,20.37,21.28,10.5,3.7,0.0,2.0,28.0,21.0
1,,2025,7,17,5,12,,1,4460,39,55,A1,6.28,34.72,32.31,70.9,2.6,16.0,6.0,42.0,28.0
0,,2025,7,17,5,12,,2,4519,38,44,A2,6.29,26.42,40.0,40.9,3.0,1.0,8.0,19.0,26.0
0,,2025,7,17,5,12,,3,4901,32,45,B2,5.16,46.15,32.26,0.0,0.0,0.0,0.0,0.0,0.0
0,,2025,7,17,5,12,,4,4110,45,56,B1,3.91,28.0,26.56,21.4,3.2,0.0,3.0,10.0,10.0
0,,2025,7,17,5,12,,5,4358,40,50,B1,4.5,42.65,31.82,16.6,4.7,0.0,3.0,9.0,16.0
0,,2025,7,17,5,12,,6,4043,45,54,A1,6.78,32.26,45.31,8.3,4.2,0.0,1.0,35.0,28.0
0,,2025,7,17,1,1,,1,5100,28,55,B2,3.09,33.81,33.33,16.6,4.2,0.0,1.0,1.0,3.0
1,,2025,7,17,1,1,,2,4437,39,55,A1,6.1,30.53,26.77,52.6,3.4,7.0,3.0,41.0,18.0
0,,2025,7,17,1,1,,3,4022,45,57,B1,5.14,31.69,32.31,33.3,3.1,2.0,4.0,16.0,22.0
0,,2025,7,17,1,1,,4,4469,38,55,A2,5.71,36.89,37.31,16.6,3.2,1.0,1.0,11.0,17.0
0,,2025,7,17,1,1,,5,3538,57,53,B1,5.17,34.93,26.67,0.0,3.9,0.0,0.0,22.0,16.0
0,,2025,7,17,1,1,,6,4872,32,54,B1,4.21,44.34,37.21,10.0,5.0,0.0,1.0,5.0,12.0
1,,2025,7,17,1,2,,1,3619,51,52,B1,5.0,29.52,18.26,72.0,3.0,12.0,6.0,24.0,14.0
0,,2025,7,17,1,2,,2,4429,39,60,B1,4.2,48.28,32.58,26.9,3.9,3.0,4.0,10.0,12.0
0,,2025,7,17,1,2,,3,5107,26,50,B1,5.0,40.74,33.85,16.6,3.8,1.0,1.0,4.0,6.0
0,,2025,7,17,1,2,,4,3251,59,49,A2,5.85,28.7,28.8,47.3,4.1,2.0,7.0,35.0,22.0
